iter	RMSE
316	3.114121437
317	3.108845613
318	3.101301954
319	3.09475637
320	3.088673232
321	3.081937826
322	3.074311964
323	3.068984857
324	3.061961596
325	3.056962016
326	3.05515699
327	3.051191716
328	3.048748849
329	3.041131554
330	3.034953057
331	3.030386874
332	3.0261133
333	3.023026492
334	3.019690397
335	3.012987848
336	3.007877752
337	3.002701384
338	2.995052036
339	2.988387219
340	2.985562858
341	2.983983649
342	2.979036752
343	2.975217362
344	2.967764015
345	2.961427565
346	2.955888038
347	2.949093347
348	2.943355908
349	2.936688377
350	2.930513762
351	2.928765692
352	2.921414663
353	2.917736515
354	2.913232546
355	2.908018124
356	2.902023358
357	2.898766836
358	2.895889631
359	2.8909164
360	2.884447304
361	2.8783689
362	2.872984057
363	2.8687605
364	2.863517766
365	2.859606076
366	2.855653715
367	2.852336036
368	2.851888183
369	2.845593161
370	2.841067002
371	2.836659354
372	2.831918947
373	2.824764984
374	2.820873721
375	2.818361202
376	2.811410603
377	2.805878498
378	2.798742802
379	2.79693336
380	2.792836229
381	2.787344777
382	2.784498446
383	2.77713804
384	2.769233232
385	2.769011925
386	2.761623987
387	2.756331132
388	2.753202856
389	2.746963543
390	2.739850473
391	2.735082651
392	2.728953523
393	2.72404277
394	2.719827785
395	2.71552825
396	2.710785217
397	2.705414509
398	2.696911363
399	2.694966677
400	2.694726878
401	2.691622277
402	2.68828768
403	2.68413649
404	2.680185133
405	2.676305375
406	2.673202181
407	2.667332901
408	2.663477271
409	2.658441239
410	2.65644266
411	2.652523037
412	2.649135452
413	2.644385932
414	2.638155916
415	2.634086407
416	2.629285443
417	2.623932901
418	2.621194854
419	2.614741083
420	2.610134881
421	2.605411548
422	2.601536399
423	2.598263748
424	2.591928779
425	2.586011327
426	2.581760574
427	2.581573738
428	2.578004499
429	2.575235609
430	2.570405221
431	2.568610629
432	2.563905875
433	2.56074469
434	2.554312595
435	2.550712739
436	2.54703024
437	2.546808743
438	2.541123997
439	2.539540122
440	2.535022671
441	2.530080726
442	2.526309356
443	2.522647756
444	2.52073287
445	2.518050838
446	2.51449868
447	2.511442002
448	2.511229314
449	2.507504983
450	2.502833189
451	2.502586907
452	2.502150326
453	2.495500086
454	2.493712987
455	2.489745799
456	2.484860954
457	2.479038485
458	2.474866609
459	2.469800742
460	2.464831323
461	2.460402211
462	2.458568649
463	2.453690923
464	2.449839556
465	2.444588646
466	2.439605516
467	2.437738624
468	2.434465424
469	2.430146084
470	2.425515351
471	2.420715569
472	2.417156557
473	2.41106653
474	2.404833319
475	2.400814348
476	2.400651524
477	2.394634874
478	2.394453683
479	2.393156898
480	2.389671998
481	2.386060244
482	2.381558937
483	2.377249158
484	2.375683355
485	2.371453019
486	2.369532694
487	2.368112232
488	2.363411108
489	2.357733417
490	2.354687113
491	2.34720603
492	2.341309196
493	2.334609948
494	2.329314801
495	2.325038683
496	2.322084272
497	2.320788636
498	2.315892509
499	2.311447907
500	2.307458136
501	2.304240596
502	2.304045717
503	2.299014076
504	2.295754001
505	2.291957699
506	2.289826303
507	2.283639126
508	2.279140066
509	2.275522259
510	2.271097109
511	2.267026658
512	2.262332365
513	2.259065562
514	2.255069301
515	2.252025561
516	2.245498973
517	2.240623809
518	2.237322134
519	2.235418684
520	2.235303344
521	2.230423339
522	2.228609518
523	2.225786088
524	2.220517697
525	2.220217078
526	2.215558028
527	2.210778416
528	2.207261967
529	2.20340912
530	2.203224253
531	2.199932389
532	2.196486599
533	2.191461562
534	2.187537863
535	2.183395852
536	2.179835383
537	2.179646232
538	2.176038244
539	2.171197809
540	2.167207223
541	2.163087511
542	2.162667432
543	2.160286371
544	2.158261298
545	2.153652355
546	2.151529722
547	2.149230551
548	2.145111482
549	2.141716044
550	2.139020813
551	2.136910325
552	2.133371796
553	2.131017315
554	2.127441185
555	2.12353863
556	2.120680262
557	2.116775858
558	2.112287137
559	2.108832787
560	2.105746087
561	2.102944499
562	2.098793516
563	2.093343014
564	2.089586057
565	2.084056497
566	2.080377674
567	2.077674993
568	2.074694374
569	2.071736789
570	2.067185388
571	2.062722458
572	2.058843814
573	2.055648232
574	2.052042383
575	2.049011488
576	2.044280274
577	2.040439283
578	2.035743612
579	2.030976824
580	2.027885743
581	2.023310646
582	2.022294799
583	2.019294352
584	2.014321615
585	2.008594117
586	2.003180669
587	1.998380543
588	1.996528566
589	1.993336791
590	1.988036999
591	1.984257675
592	1.98076048
593	1.978297121
594	1.975690216
595	1.972067959
596	1.967025381
597	1.963517961
598	1.962118114
599	1.959020809
600	1.955271237
601	1.951398471
602	1.947086118
603	1.94438753
604	1.943293806
605	1.940798472
606	1.938555382
607	1.934410082
608	1.930622379
609	1.929360706
610	1.924379787
611	1.920841828
612	1.917985008
613	1.915585233
614	1.912782551
615	1.908954332
616	1.907965029
617	1.905157039
618	1.902556624
619	1.900945458
620	1.895627836
621	1.891582969
622	1.890329547
623	1.888026149
624	1.887908489
625	1.883830309
626	1.882539133
627	1.881329007
628	1.880021375
629	1.87549761
630	1.87310645
631	1.872419111
632	1.870744534
633	1.870590115
634	1.86665078
635	1.864090079
636	1.86210521
637	1.860484064
638	1.858310429
639	1.856718474
640	1.853595777
641	1.852885181
642	1.848956309
643	1.846900616
644	1.844522672
645	1.844389141
646	1.841065659
647	1.837261194
648	1.834776319
649	1.830950097
650	1.829610756
651	1.824713679
652	1.824597461
653	1.821234776
654	1.821100813
655	1.817364787
656	1.813760911
657	1.809931744
658	1.808677192
659	1.805062308
660	1.802503822
661	1.799470932
662	1.795315629
663	1.792728853
664	1.792326628
665	1.788527968
666	1.785699705
667	1.782035971
668	1.778341264
669	1.77493464
670	1.774242028
671	1.770665421
672	1.768214523
673	1.764150837
674	1.762176372
675	1.759053345
676	1.754627662
677	1.754508257
678	1.75193187
679	1.748418039
680	1.745322545
681	1.743971798
682	1.742639938
683	1.740060949
684	1.73677632
685	1.736131038
686	1.734536191
687	1.73357243
688	1.730673575
689	1.728288638
690	1.72457791
691	1.721003247
692	1.718390333
693	1.716151223
694	1.71381937
695	1.709908181
696	1.705507167
697	1.702501733
698	1.699807002
699	1.696283607
700	1.693902024
701	1.692210604
702	1.689018099
703	1.685995022
704	1.681632833
705	1.678797362
706	1.675631944
707	1.674152487
708	1.671451305
709	1.668941014
710	1.666487427
711	1.663545605
712	1.661534735
713	1.658239397
714	1.655852019
715	1.65324488
716	1.649579783
717	1.646237702
718	1.644104529
719	1.643754489
720	1.641246081
721	1.637393416
722	1.634299578
723	1.631924035
724	1.629962154
725	1.627004643
726	1.624890036
727	1.621831135
728	1.61901727
729	1.616631012
730	1.613288541
731	1.613118545
732	1.611717279
733	1.607660329
734	1.607569926
735	1.606304336
736	1.603917416
737	1.602027465
738	1.599402245
739	1.59668572
740	1.593919377
741	1.590807311
742	1.588825629
743	1.585370876
744	1.58228509
745	1.580111641
746	1.57869423
747	1.575676521
748	1.571959352
749	1.569687882
750	1.568600865
751	1.566730607
752	1.565401962
753	1.565313803
754	1.564054657
755	1.56279471
756	1.559911615
757	1.556398166
758	1.553576764
759	1.550100971
760	1.548527451
761	1.544664171
762	1.541108766
763	1.538671618
764	1.535082552
765	1.532090843
766	1.52947987
767	1.526738657
768	1.524752222
769	1.52293714
770	1.521950178
771	1.520022905
772	1.518002075
773	1.514922491
774	1.512913895
775	1.509931585
776	1.507826168
777	1.505621062
778	1.503685548
779	1.501505068
780	1.498199737
781	1.495267017
782	1.492365941
783	1.489034671
784	1.487152503
785	1.48583272
786	1.484077089
787	1.480514983
788	1.477542004
789	1.474213023
790	1.471999704
791	1.470425298
792	1.468481732
793	1.46619629
794	1.463081086
795	1.461175811
796	1.458345151
797	1.456858542
798	1.45315004
799	1.45102009
800	1.449355771
801	1.445713751
802	1.444404706
803	1.442312414
804	1.440133019
805	1.439223228
806	1.436619241
807	1.434015487
808	1.431067534
809	1.42861823
810	1.426441221
811	1.42441554
812	1.421934015
813	1.420392365
814	1.419012747
815	1.416351308
816	1.414917526
817	1.412776308
818	1.41129021
819	1.409528538
820	1.409452407
821	1.4080106
822	1.406395703
823	1.405017635
824	1.402653025
825	1.399846717
826	1.399775553
827	1.398683635
828	1.396681065
829	1.39466173
830	1.391265989
831	1.388235549
832	1.385188969
833	1.385079809
834	1.382724709
835	1.38035314
836	1.377624525
837	1.374722889
838	1.372218368
839	1.369967235
840	1.368465216
841	1.366645124
842	1.364402893
843	1.361247584
844	1.358749759
845	1.357269992
846	1.355422039
847	1.353656351
848	1.351158679
849	1.349653753
850	1.348563151
851	1.3461533
852	1.343037671
853	1.341623723
854	1.339367483
855	1.337426315
856	1.333984421
857	1.331872418
858	1.330398616
859	1.32924561
860	1.327762064
861	1.327686072
862	1.324698551
863	1.321343854
864	1.317837264
865	1.315762248
866	1.313098609
867	1.310886458
868	1.308827097
869	1.30675079
870	1.305937505
871	1.302862398
872	1.301016933
873	1.298881876
874	1.297040175
875	1.295371657
876	1.295290058
877	1.291982346
878	1.289539746
879	1.287510908
880	1.285721122
881	1.284879012
882	1.282533028
883	1.280648366
884	1.2796036
885	1.278857001
886	1.276894183
887	1.274967358
888	1.27233449
889	1.272261218
890	1.271027058
891	1.269065479
892	1.268167431
893	1.268037537
894	1.266199888
895	1.264975489
896	1.26277916
897	1.260821871
898	1.258124328
899	1.256075389
900	1.253820445
901	1.251974362
902	1.250161476
903	1.247397902
904	1.245261923
905	1.244368507
906	1.244174051
907	1.24241074
908	1.241340875
909	1.239565308
910	1.238093824
911	1.236322825
912	1.234239837
913	1.232348457
914	1.229877121
915	1.227675569
916	1.225686082
917	1.221971582
918	1.221168041
919	1.219735181
920	1.217083861
921	1.215069501
922	1.211242155
923	1.210008935
924	1.208166188
925	1.207264229
926	1.205709882
927	1.203739311
928	1.201022923
929	1.200204607
930	1.197980249
931	1.195842057
932	1.194446552
933	1.192557303
934	1.190054803
935	1.188586719
936	1.186388632
937	1.185689342
938	1.184451396
939	1.183579022
940	1.181694538
941	1.180173221
942	1.178743187
943	1.178188093
944	1.176216382
945	1.174358776
946	1.171982162
947	1.169494653
948	1.166592604
949	1.164850063
950	1.162200827
951	1.160336567
952	1.159145127
953	1.157082474
954	1.155377779
955	1.154916523
956	1.153196997
957	1.151969327
958	1.150622403
959	1.149557936
960	1.148048085
961	1.146688701
962	1.145742099
963	1.145107513
964	1.143828484
965	1.141108316
966	1.138637193
967	1.137411381
968	1.13634512
969	1.134301787
970	1.132561761
971	1.131192027
972	1.129927213
973	1.12804916
974	1.125317684
975	1.122583392
976	1.120579019
977	1.118872531
978	1.116863061
979	1.115801735
980	1.11385011
981	1.111467547
982	1.109985675
983	1.10855345
984	1.107000088
985	1.1056545
986	1.104023123
987	1.102470234
988	1.100588139
989	1.098923617
990	1.097378625
991	1.09638275
992	1.094325817
993	1.093373318
994	1.092542847
995	1.090868148
996	1.089703549
997	1.088675652
998	1.087739154
999	1.085544309
